ImageNumber,ObjectNumber,Metadata_hour,Metadata_treatment,Texture_AngularSecondMoment_ED_10_00_256,Texture_AngularSecondMoment_ED_10_01_256,Texture_AngularSecondMoment_ED_10_02_256,Texture_AngularSecondMoment_ED_10_03_256,Texture_Contrast_ED_10_00_256,Texture_Contrast_ED_10_01_256,Texture_Contrast_ED_10_02_256,Texture_Contrast_ED_10_03_256,Texture_Correlation_ED_10_00_256,Texture_Correlation_ED_10_01_256,Texture_Correlation_ED_10_02_256,Texture_Correlation_ED_10_03_256,Texture_DifferenceEntropy_ED_10_00_256,Texture_DifferenceEntropy_ED_10_01_256,Texture_DifferenceEntropy_ED_10_02_256,Texture_DifferenceEntropy_ED_10_03_256,Texture_DifferenceVariance_ED_10_00_256,Texture_DifferenceVariance_ED_10_01_256,Texture_DifferenceVariance_ED_10_02_256,Texture_DifferenceVariance_ED_10_03_256,Texture_Entropy_ED_10_00_256,Texture_Entropy_ED_10_01_256,Texture_Entropy_ED_10_02_256,Texture_Entropy_ED_10_03_256,Texture_InfoMeas1_ED_10_00_256,Texture_InfoMeas1_ED_10_01_256,Texture_InfoMeas1_ED_10_02_256,Texture_InfoMeas1_ED_10_03_256,Texture_InfoMeas2_ED_10_00_256,Texture_InfoMeas2_ED_10_01_256,Texture_InfoMeas2_ED_10_02_256,Texture_InfoMeas2_ED_10_03_256,Texture_InverseDifferenceMoment_ED_10_00_256,Texture_InverseDifferenceMoment_ED_10_01_256,Texture_InverseDifferenceMoment_ED_10_02_256,Texture_InverseDifferenceMoment_ED_10_03_256,Texture_SumAverage_ED_10_00_256,Texture_SumAverage_ED_10_01_256,Texture_SumAverage_ED_10_02_256,Texture_SumAverage_ED_10_03_256,Texture_SumEntropy_ED_10_00_256,Texture_SumEntropy_ED_10_01_256,Texture_SumEntropy_ED_10_02_256,Texture_SumEntropy_ED_10_03_256,Texture_SumVariance_ED_10_00_256,Texture_SumVariance_ED_10_01_256,Texture_SumVariance_ED_10_02_256,Texture_SumVariance_ED_10_03_256,Texture_Variance_ED_10_00_256,Texture_Variance_ED_10_01_256,Texture_Variance_ED_10_02_256,Texture_Variance_ED_10_03_256
109,4,4,C,0.000185467,0.000184835,0.000185107,0.000185097,771.6592929,795.0994092,796.7038941,786.1245666,0.156830451,0.128726978,0.129456869,0.139768053,5.855026803,5.875708353,5.878028761,5.867646548,9.09E-05,8.88E-05,8.88E-05,8.98E-05,12.71311364,12.71643154,12.71737153,12.71678548,-0.022503581,-0.021583864,-0.021877783,-0.021784468,0.501245537,0.49223697,0.495178713,0.494242888,0.044556139,0.043306813,0.044745037,0.043462039,90.3008098,90.49546751,90.44937618,90.49502695,7.058123908,7.040800624,7.043370973,7.047728443,1058.718224,1030.044693,1033.656637,1041.579158,457.5943792,456.2860256,457.5901328,456.9259312
109,5,4,C,0.000234146,0.000233041,0.000230321,0.000229554,530.5702549,588.7688586,586.4803344,607.3247079,0.413269259,0.319511661,0.327027095,0.296288709,5.578181101,5.651372393,5.651803765,5.676622717,0.00010525,9.90E-05,9.82E-05,9.59E-05,12.57542186,12.57427174,12.5872409,12.58633406,-0.043590448,-0.035282669,-0.034899557,-0.033054693,0.654987825,0.60283053,0.600428294,0.587316216,0.0579379,0.055945945,0.055245165,0.05332594,224.0093162,225.0075821,224.6452627,224.8849091,7.16489493,7.092889134,7.097234171,7.074057454,1277.994449,1141.661554,1156.473445,1118.737431,452.141176,432.6076033,435.7384448,431.5155346
110,1,4,C,0.001066013,0.001058229,0.001040185,0.0010578,168.3215457,180.8762447,170.1834862,176.8754661,0.090212868,0.055152846,0.097566174,0.056787284,4.761123852,4.8159778,4.767036536,4.78588707,0.000404331,0.000382281,0.000402983,0.000398172,10.25844936,10.29352377,10.29712572,10.26323227,-0.05221529,-0.052761835,-0.049422854,-0.053876717,0.650426325,0.653869201,0.637615363,0.658398123,0.091544447,0.095302244,0.095157989,0.085719324,46.54824356,46.30772878,46.56788991,46.75316928,5.838014063,5.830920213,5.859143413,5.829080663,201.7024735,201.9925481,206.9820882,198.1734768,92.50600479,95.7171982,94.29139361,93.76223571
110,2,4,C,0.000145879,0.000145905,0.00014641,0.000143804,934.9909778,993.6390117,953.4768144,1031.638281,0.315696604,0.26644037,0.301312965,0.245217482,5.991260686,6.034934147,6.005005865,6.058582271,7.55E-05,7.22E-05,7.46E-05,7.04E-05,13.1070154,13.10740964,13.10805629,13.12686352,-0.053572858,-0.051834175,-0.053137078,-0.050260612,0.716924447,0.708636738,0.714891109,0.701245205,0.040975262,0.03947939,0.040821261,0.036618755,141.2852281,142.0210125,141.5444572,141.3260079,7.422576533,7.391684447,7.413036618,7.380377891,1797.688658,1715.449579,1775.861978,1701.965788,683.1699089,677.2721476,682.3346982,683.4010172
110,3,4,C,0.001365736,0.001432696,0.001336543,0.00157981,690.3964758,650.3403756,659.2526539,636.8829517,-0.005083583,0.050614408,0.036727775,0.068538138,5.628623302,5.612720489,5.617760606,5.572442492,0.000144573,0.000141347,0.000136772,0.000154927,9.600173074,9.524592777,9.638023934,9.394417182,-0.407047234,-0.422470232,-0.399888806,-0.4329612,0.99629309,0.996951444,0.995947643,0.997213499,0.050671116,0.047479186,0.057703799,0.048380455,59.48017621,60.61267606,59.18895966,57.74300254,6.462573896,6.500591746,6.524528311,6.494451088,683.4126026,719.6833135,709.5248038,730.6082526,343.4522696,342.5059223,342.1943644,341.8728011
110,4,4,C,0.000704265,0.000755814,0.00071074,0.00071967,872.460815,928.1804062,913.9902492,878.2264957,0.104569973,0.050789015,0.050925494,0.059399914,5.875670175,5.901542931,5.902060953,5.88831577,9.24E-05,9.39E-05,9.41E-05,9.59E-05,10.58205236,10.45904294,10.56595838,10.55111949,-0.335936073,-0.355359386,-0.33591646,-0.332978945,0.993002387,0.994539462,0.99295449,0.992586838,0.042659329,0.042011371,0.033603479,0.043748889,76.6091954,75.23416965,75.30119177,75.96581197,6.916172468,6.853116507,6.887534853,6.847639121,1076.235986,1027.507889,1012.076131,989.1484038,487.1742004,488.9220737,481.516595,466.8437249
110,5,4,C,0.000241381,0.000240259,0.000241399,0.000242542,666.6091596,683.708066,688.3352651,709.288321,0.163549464,0.144498718,0.134697022,0.101737476,5.746534076,5.764757954,5.768920022,5.790918203,0.000102706,0.000100553,0.00010044,9.82E-05,12.50833432,12.51889596,12.51323277,12.50273042,-0.030547879,-0.029281805,-0.029327569,-0.029269655,0.567104833,0.557370026,0.557630578,0.556975952,0.049718556,0.04977458,0.049467098,0.048525618,144.259671,144.041523,144.3086222,144.644774,6.948360136,6.935529484,6.92750166,6.904140157,927.2906125,914.6719249,902.6341015,869.9567255,398.474943,399.5949977,397.7423416,394.8112616
110,6,4,C,0.000466222,0.000471965,0.000459866,0.000484429,879.1503928,873.7769495,898.7766831,870.898093,0.060408703,0.038428849,0.015358563,0.024874177,5.915096211,5.904432628,5.92647398,5.903444735,9.01E-05,9.39E-05,8.85E-05,9.27E-05,11.22808004,11.2135473,11.26546217,11.17344875,-0.231787239,-0.228716068,-0.222828147,-0.23359312,0.97330798,0.971982492,0.969892673,0.973617807,0.041680643,0.03333245,0.044433735,0.043704976,75.31313131,75.44438073,75.66119321,74.81585221,6.931587591,6.895121597,6.896009488,6.875749393,992.1960004,943.6173193,926.8151498,915.3290217,467.8365983,454.3485672,456.3979582,446.5567787
111,1,4,C,0.001763721,0.001850684,0.00175173,0.001869285,822.5539359,808.4276527,742.2205882,732.5167785,-0.116868575,0.033415547,-0.00798061,0.037484734,5.726068898,5.680681309,5.688823325,5.62240468,0.000114184,0.000128927,0.000124851,0.000133272,9.219412361,9.142507105,9.23142101,9.109252791,-0.480580614,-0.501975877,-0.475272797,-0.49062171,0.998532905,0.99890802,0.998415376,0.998659056,0.040944055,0.043279039,0.045360097,0.052864117,62.44897959,61.17363344,61.50294118,60.48322148,6.370513714,6.512650616,6.471039312,6.496419761,650.4106622,864.3235492,730.4676384,789.5718661,368.2411495,418.1878005,368.1720567,380.5221612
111,2,4,C,0.000142551,0.000142813,0.000141303,0.000141985,1031.396355,1047.958961,1035.7224,1059.344661,0.165969242,0.154967518,0.167411811,0.144502002,6.060745956,6.072634944,6.063948198,6.080613899,7.07E-05,7.01E-05,7.04E-05,6.95E-05,13.10606217,13.11057381,13.11313008,13.11106806,-0.033480152,-0.033195322,-0.033298215,-0.032994812,0.59998738,0.598002557,0.598797198,0.596547843,0.037750951,0.03866928,0.037879485,0.038467156,119.0376381,118.7278487,118.459355,118.9857759,7.284885148,7.280239214,7.291588485,7.272778292,1441.884982,1432.321935,1452.236026,1417.212065,618.3203343,620.0702239,621.9896065,619.1391816
111,3,4,C,0.000299449,0.000308158,0.000303638,0.00030645,1102.341872,1135.0625,1111.75967,1194.256,0.091202866,0.037388558,0.048664254,0.023272611,6.079752294,6.097268432,6.094926203,6.142093387,7.31E-05,6.88E-05,7.17E-05,6.63E-05,11.88175012,11.84441348,11.88175204,11.85608323,-0.187494277,-0.188463481,-0.182934205,-0.191034087,0.956248928,0.956528178,0.953200106,0.958254082,0.03633955,0.035040754,0.03856538,0.035818618,87.46896552,86.33426966,87.6911858,86.03617391,7.157004706,7.107480239,7.108469249,7.109006631,1323.594193,1223.235876,1225.500702,1251.167387,606.4840162,589.574594,584.3150931,611.3558468
111,4,4,C,0.00015512,0.000155268,0.000153956,0.000154614,1194.97331,1270.149258,1182.325277,1211.267179,0.256523436,0.216029124,0.26006883,0.251140929,6.158466615,6.206132198,6.153044399,6.171351871,6.22E-05,5.92E-05,6.23E-05,6.10E-05,12.9353935,12.94052053,12.95259451,12.93725083,-0.108737977,-0.10880045,-0.105303224,-0.109198107,0.879800798,0.879992433,0.873506887,0.880679794,0.036441186,0.036249587,0.035667273,0.035259783,163.6646896,163.9842512,164.6096874,163.3320036,7.482151869,7.46869228,7.477409367,7.483003574,2019.58211,1970.147791,2013.445695,2023.699787,803.638855,810.0742623,798.942743,808.7417413
111,5,4,C,0.000907491,0.000886427,0.00086432,0.000908362,850.7862069,801.5184211,894.2552356,845.4020173,0.0475481,0.034594627,-0.033345753,0.030710007,5.83644113,5.800309145,5.879067066,5.840961994,9.92E-05,0.000101142,9.21E-05,9.99E-05,10.20075551,10.25366645,10.28677614,10.19054371,-0.361591547,-0.345263646,-0.340618308,-0.355744197,0.994444207,0.993046816,0.99264636,0.993901171,0.039449611,0.043285756,0.043256202,0.039085539,67.58896552,65.93947368,65.81544503,63.69020173,6.7671977,6.719272667,6.726855976,6.756933909,935.7317403,858.962126,836.5405468,898.9717484,446.6294868,415.1201368,432.6989456,436.0934414
112,1,4,C,0.000345235,0.000355079,0.000354046,0.000359626,1188.323247,1436.13436,1344.172658,1336.086445,0.237212939,0.10101867,0.137565901,0.163944368,6.113005069,6.25766724,6.204679862,6.200758757,6.73E-05,5.76E-05,6.13E-05,6.03E-05,11.6214077,11.55906277,11.58359056,11.56669678,-0.27923989,-0.28983799,-0.284091776,-0.289518811,0.988427455,0.990010254,0.989147347,0.989985517,0.032475233,0.032730045,0.031940104,0.033086266,108.2463977,105.5554965,107.1792405,106.0925831,7.399632663,7.327987931,7.333606547,7.367220008,1927.417194,1758.891636,1772.98762,1860.079919,778.9351102,798.756499,779.2900695,799.0415911
112,2,4,C,0.002211974,0.002619185,0.00252915,0.002796433,794.581749,792.495098,890,739.7393365,0.124528509,0.036420655,-0.051855959,0.088081659,5.680685931,5.656052644,5.72225076,5.57543194,0.00012102,0.000127465,0.000118368,0.000141063,8.890630016,8.603797891,8.66229491,8.541004402,-0.5552051,-0.575470837,-0.581646999,-0.587626689,0.999461031,0.999521238,0.999589246,0.999590272,0.056443149,0.036791898,0.034599968,0.042520704,75.73764259,67.34803922,69.22222222,69.05687204,6.579220606,6.380772342,6.379942755,6.326033431,1020.626986,852.4033785,802.2469136,882.6413153,453.8021838,411.2246191,423.0617284,405.595163
112,3,4,C,0.000142469,0.000140872,0.000140964,0.000138769,907.0229537,965.682594,925.5658939,994.0677243,0.394179087,0.355816638,0.387919226,0.3351246,5.96925212,6.013271155,5.983197902,6.032953619,7.05E-05,6.75E-05,6.95E-05,6.56E-05,13.11217257,13.12719874,13.12773233,13.14324007,-0.074828391,-0.072716644,-0.074471384,-0.069896415,0.799469951,0.792867834,0.798599484,0.78358542,0.041847082,0.040761179,0.040962261,0.04122907,180.7087912,181.2966986,180.3372742,181.4440287,7.544627768,7.524446802,7.548214068,7.512392863,2087.337042,2032.478025,2098.760088,1996.16992,748.5899989,749.5401547,756.0814955,747.559411
112,4,4,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,5,4,C,0.25,0.5,0.1,0.125,388,289,746,602.25,0.233958539,-1,0.144887666,0.096695571,1,0,2.321928095,2,0.00609375,0.01234375,0.00234375,0.00296875,2,1,3.321928095,3,-1,-1,-0.935937025,-1,0.990799859,0.929873495,0.998550125,0.998759855,0.005689047,0.003448276,0.00475407,0.002652476,107,103,56,64.25,1,0,2.321928095,2,625,0,998.8,731.1875,253.25,72.25,436.2,333.359375
112,6,4,C,0.000156705,0.000161872,0.000157916,0.000157651,1071.717786,1090.854823,1082.387082,1087.652641,0.261392126,0.242271476,0.252053297,0.242870221,6.084745112,6.094790621,6.091355524,6.091414216,6.55E-05,6.46E-05,6.58E-05,6.51E-05,12.9136146,12.8708654,12.90892578,12.91325354,-0.096256843,-0.10043314,-0.096384805,-0.094214651,0.853852566,0.862320952,0.854066433,0.849153172,0.037869608,0.035766388,0.037579562,0.034448876,171.3220448,172.757772,171.7579471,170.8109325,7.437757381,7.423082577,7.432403316,7.42236194,1830.276151,1788.421298,1811.902251,1785.441699,725.4984844,719.8190301,723.5723332,718.2735852
112,7,4,C,0.00015446,0.000155957,0.000159795,0.000154601,760.0653,777.7107614,733.7037879,799.3482938,0.460380322,0.435874519,0.461542314,0.417369481,5.841554051,5.857980122,5.816139387,5.879020032,8.29E-05,8.13E-05,8.49E-05,7.99E-05,13.04319174,13.03119669,13.00138107,13.04442228,-0.066890585,-0.064375912,-0.066940487,-0.061693937,0.771044026,0.761382812,0.770464939,0.751075756,0.04782905,0.045672616,0.048476012,0.047724065,161.0509775,159.5741528,159.6495604,160.2511991,7.4756635,7.447509191,7.458145274,7.437979994,2056.975408,1979.515379,1991.50121,1944.580383,704.2601771,689.3065351,681.3012495,685.9821691
112,8,4,C,0.000350858,0.000361369,0.000345534,0.000363526,1079.769959,1148.669885,1142.00692,1209.244986,0.103172667,0.061693659,0.05890344,0.007391505,6.049856722,6.107158788,6.098287621,6.136737474,7.28E-05,6.82E-05,6.85E-05,6.41E-05,11.62607969,11.59310003,11.65706891,11.58307342,-0.233859273,-0.238852299,-0.228702419,-0.240688593,0.976723697,0.978220407,0.97504835,0.978758389,0.035323466,0.03471283,0.034212588,0.039013628,98.76048714,99.27034483,98.74394464,97.84192932,7.15807341,7.136228439,7.131900067,7.089473017,1328.207406,1299.720017,1284.963847,1227.254383,601.9943413,612.0974755,606.742692,609.1248422
112,9,4,C,0.022727273,0.027777778,0.019230769,0.032871972,509.0454545,495.8888889,798.1538462,1491.235294,0.4346347,0.308437282,0.125024325,-0.474629133,4.095795255,3.836591668,4.209867122,3.852168724,0.000491941,0.000604937,0.000465662,0.000591762,5.459431619,5.169925001,5.700439718,4.969815782,-0.895360633,-0.905947249,-0.868866878,-0.904325006,0.999928324,0.999904384,0.999921355,0.99986318,0.008847402,0.011176099,0.017986189,0.013759264,71.22727273,69,63.53846154,67.35294118,4.277613437,3.947702779,4.623516641,3.852168724,1291.721074,938.2222222,1026.248521,531.2871972,450.1916322,358.5277778,456.1005917,505.6306228
112,10,4,C,0.000355013,0.000377283,0.000350074,0.000366868,1281.301996,1456.187394,1168.748377,1356.794629,0.315708438,0.227511657,0.369689014,0.290174432,6.17169287,6.251386019,6.110992029,6.210582297,5.97E-05,5.44E-05,6.51E-05,5.87E-05,11.57120621,11.48540062,11.60164352,11.53692171,-0.321871959,-0.33586847,-0.313535403,-0.328678318,0.994077477,0.995140731,0.993286087,0.994636354,0.036509927,0.029695458,0.039418068,0.032469959,188.5646008,186.6973311,191.6959561,190.1816746,7.529186563,7.469493794,7.5479124,7.52426982,2463.598768,2313.933945,2539.733319,2466.101276,936.2251909,942.5303347,927.120424,955.7239761
113,1,4,C,0.001398715,0.001465514,0.001398836,0.001723465,539.2682927,507.4189815,538.8187919,549.7365591,0.048777479,0.094393793,0.111288478,0.134052632,5.481206274,5.470424814,5.491054074,5.432217306,0.000125139,0.000121304,0.000122724,0.000131909,9.566385951,9.514101507,9.576447716,9.279012474,-0.404603055,-0.417049455,-0.419268091,-0.46577585,0.996086739,0.996669773,0.996885352,0.998211347,0.046931604,0.049249627,0.062555664,0.052784478,182.9977827,181.6689815,183.2751678,182.5591398,6.421494367,6.428050736,6.438658688,6.420902732,594.5742745,613.1982971,673.765446,719.9400509,283.4606418,280.1543196,303.1460595,317.4191525
113,2,4,C,0.0625,0.166666667,0.029411765,0.1,1075,942,776.2352941,1527,0.144427587,-0.311977716,-0.398195009,-0.184437102,3,1.584962501,3.969815782,2.321928095,0.001109467,0.003112673,0.000539698,0.001830621,4,2.584962501,5.087462841,3.321928095,-0.933333333,-1,-0.9015027,-0.935937025,0.999543955,0.997153451,0.999881824,0.998550125,0.012956312,0.001067586,0.008825011,0.002473416,62.75,64,62.11764706,63.4,3,1.584962501,3.969815782,2.321928095,1437.9375,494,334.1038062,1051.44,628.234375,359,277.5847751,644.61
114,1,4,C,0.000157659,0.000155771,0.000156805,0.000155469,774.8072762,843.254743,825.7206443,871.1807851,0.35281197,0.291097993,0.303388327,0.263841308,5.85529597,5.917421649,5.902381541,5.940774974,8.41E-05,7.84E-05,7.98E-05,7.63E-05,12.97419471,12.99139511,12.98335081,12.99444024,-0.048830785,-0.04489982,-0.045492862,-0.04337636,0.691113937,0.670356866,0.673495778,0.661770537,0.045885506,0.043093306,0.044688424,0.042007337,160.5132874,161.2359055,160.9459566,161.6232212,7.364996962,7.323715449,7.327797027,7.303904524,1619.57346,1535.789848,1544.956382,1495.647982,598.5951839,594.7611477,592.6692567,591.7071917
114,2,4,C,0.000171295,0.000170988,0.000171301,0.000172822,943.9615472,967.3416188,978.4159635,993.9452195,0.098049583,0.074481107,0.062365027,0.044701593,5.999073875,6.016102009,6.023643967,6.037339198,7.56E-05,7.41E-05,7.35E-05,7.27E-05,12.89575796,12.89436444,12.88525663,12.88232476,-0.032645879,-0.032625106,-0.033646383,-0.033516029,0.590063601,0.589885102,0.597144853,0.596153203,0.040857861,0.039641467,0.039293216,0.040568333,131.88114,132.0872465,132.0481816,132.4381754,7.123635854,7.107113996,7.097471508,7.082865963,1149.194639,1123.035198,1108.57096,1086.965231,523.2890466,522.5942043,521.7467309,520.2276127
114,3,4,C,0.000102398,0.000100544,0.000100165,0.000100302,1048.567392,1169.399731,1165.263541,1184.197147,0.462011767,0.396436337,0.39783752,0.38973222,6.074263596,6.151737883,6.148579434,6.161321746,6.57E-05,6.09E-05,6.12E-05,6.06E-05,13.53104305,13.55959143,13.56216252,13.56140806,-0.059090803,-0.054109836,-0.053355885,-0.053925798,0.749188816,0.7277161,0.724245595,0.726895139,0.038320416,0.036984112,0.036170894,0.036378415,132.1930461,132.3614754,132.0572057,132.2015404,7.730531902,7.700727645,7.69858582,7.69495768,2849.53791,2705.584144,2704.99932,2696.712798,974.5263254,968.7459688,967.5657152,970.2274862
114,4,4,C,0.000141627,0.000140791,0.000139961,0.000140191,922.2462971,968.8499556,947.3606584,945.9342852,0.296181777,0.259338085,0.277715888,0.278511837,5.981767342,6.016846335,6.000459549,5.999691487,7.61E-05,7.35E-05,7.43E-05,7.45E-05,13.11085823,13.12396345,13.12081172,13.1182365,-0.04187597,-0.039757487,-0.040606706,-0.040813025,0.655157505,0.642480797,0.647674363,0.648887621,0.042520598,0.04111957,0.040537608,0.039890831,116.7640223,117.1590543,116.9609967,116.6674545,7.395195569,7.371058877,7.38347767,7.384234639,1698.44827,1647.323326,1675.874833,1676.241194,655.1736417,654.0433203,655.8088728,655.5438699
114,5,4,C,0.000207404,0.000203236,0.000203939,0.000212179,1134.249824,1181.635353,1145.992399,1171.242419,0.139589079,0.119164398,0.127165506,0.112521301,6.11695752,6.144345464,6.125320128,6.134822793,6.63E-05,6.50E-05,6.57E-05,6.50E-05,12.48213581,12.48863707,12.49663176,12.44029786,-0.136610014,-0.139106256,-0.134176534,-0.142524987,0.916306675,0.919472906,0.913378329,0.922922729,0.03645088,0.034620003,0.036075124,0.03274389,137.2103315,136.0552169,136.9942995,136.2834689,7.289327776,7.286583148,7.276083618,7.269684948,1502.28069,1501.351917,1479.91757,1468.240466,659.1326285,670.7468176,656.4774923,659.8707213
114,6,4,C,0.000305266,0.000308936,0.000302629,0.000324188,1174.14943,1198.275849,1183.695701,1236.114035,0.09990493,0.075083028,0.084334349,0.064410489,6.126058994,6.136855411,6.123297523,6.165042436,6.65E-05,6.61E-05,6.68E-05,6.32E-05,11.84456084,11.83243756,11.85169218,11.73889741,-0.22025365,-0.221777161,-0.218268884,-0.238001226,0.97298081,0.973517296,0.972205237,0.978799776,0.03536178,0.032079051,0.032789432,0.036946301,109.562753,110.0698113,110.0433645,109.5969089,7.216842873,7.194108962,7.208432439,7.182739275,1434.795933,1392.823428,1401.736437,1406.314126,652.2363407,647.7748193,646.3580346,660.6070402
115,1,4,C,0.000204005,0.000209311,0.000205366,0.000210028,1258.527173,1280.331727,1247.743832,1295.03466,0.118080416,0.094937706,0.123006416,0.100948501,6.188412431,6.196593321,6.181725011,6.206545453,6.19E-05,5.97E-05,6.23E-05,6.07E-05,12.47459901,12.42319094,12.46087237,12.41875784,-0.147864623,-0.153526966,-0.149353399,-0.156797197,0.929274942,0.934501534,0.930688555,0.93760856,0.029840032,0.03717822,0.03253403,0.032595232,114.3196364,113.1261044,114.4269468,113.480927,7.327387579,7.301182647,7.323544611,7.317597056,1595.536159,1548.935905,1597.758927,1585.856281,713.5158329,707.316908,711.3756897,720.2227351
115,2,4,C,0.003324788,0.003592785,0.003257888,0.003926264,1122.132911,978.2569444,1116.685185,1026.738806,0.017773721,0.243701367,0.094211011,0.158366152,5.712234513,5.632443429,5.799227164,5.560575856,0.000114715,0.000124134,0.000101471,0.00014006,8.253147837,8.135202779,8.284294447,8.013850384,-0.687642654,-0.71216858,-0.677927097,-0.707693076,0.999912335,0.999938139,0.99989785,0.999922884,0.030663766,0.048772835,0.031827468,0.056323737,90.5,91.20138889,91.52469136,94.29104478,6.486321789,6.334482206,6.352730231,6.229231239,1162.743671,1608.702498,1348.977785,1413.131711,571.2191456,646.7398606,616.4157426,609.9676292
115,3,4,C,0.000384049,0.0003899,0.000377557,0.000395113,955.0553214,1024.83746,1067.034651,1116.559425,0.437025841,0.377856484,0.384362298,0.349336204,5.971741943,6.010598947,6.036339608,6.065753486,7.18E-05,7.00E-05,6.76E-05,6.46E-05,11.49440839,11.46531511,11.48732623,11.43830442,-0.313751898,-0.314307785,-0.318040195,-0.324208087,0.993036517,0.993023523,0.993488213,0.993999902,0.037511093,0.039098352,0.038799641,0.029469935,235.674921,234.7029064,233.8586898,231.9226092,7.507107725,7.471967911,7.494214947,7.466976534,2437.836895,2269.699679,2399.402338,2315.503132,848.223054,823.6342848,866.6092472,858.0156392
115,4,4,C,0.000139208,0.000138112,0.000137509,0.00013888,1062.068097,1093.083099,1102.299006,1089.903823,0.200133058,0.180126248,0.169653538,0.177676003,6.080154574,6.10299416,6.108954432,6.099677343,6.83E-05,6.65E-05,6.62E-05,6.70E-05,13.14384411,13.15134372,13.15927802,13.14775744,-0.04268113,-0.042341251,-0.040330573,-0.041643154,0.660527542,0.658669401,0.646690633,0.654453191,0.037389419,0.037293207,0.036985311,0.036429778,124.7446448,124.7652255,124.7943687,124.70511,7.3550411,7.345348164,7.337764346,7.340799306,1593.543834,1573.383773,1552.734902,1560.88547,663.9029828,666.6167181,663.7584771,662.6973233
115,5,4,C,0.000261683,0.000281166,0.000266647,0.000266128,1294.546515,1342.215983,1338.790652,1420.80055,0.180078754,0.138953439,0.15060527,0.104100046,6.199417686,6.218749792,6.21510235,6.261101829,6.02E-05,5.85E-05,5.96E-05,5.52E-05,12.06372644,11.95637593,12.03231427,12.02735035,-0.228536718,-0.241256486,-0.232697032,-0.234458705,0.977506358,0.98101014,0.978741525,0.979289859,0.033522996,0.030809501,0.029111028,0.033350239,139.391248,139.0950741,140.644503,138.5770289,7.402259456,7.369051998,7.399291794,7.363906788,1863.187282,1775.422583,1813.549725,1750.983406,789.4334492,779.4096417,788.0850941,792.9459891
115,6,4,C,0.000236222,0.000234549,0.000235098,0.000239028,623.0935336,654.8148133,658.434133,663.8744438,0.255731333,0.218272563,0.203123605,0.177684832,5.698194331,5.735237835,5.737350431,5.743578621,9.72E-05,9.35E-05,9.35E-05,9.30E-05,12.57341201,12.58247756,12.57316011,12.5494737,-0.030423942,-0.028612925,-0.027669754,-0.026255416,0.567351092,0.553149806,0.54522108,0.532781817,0.051927778,0.050659968,0.049750079,0.05052773,148.5481185,148.6876422,148.776574,148.9599561,7.038620197,7.014137336,6.998394951,6.971808345,1051.284447,1020.4873,994.1035423,950.7727611,418.5944951,418.8255283,413.1344188,403.6618012
115,7,4,C,0.000134276,0.000133772,0.000133724,0.000134739,1279.884437,1356.619531,1350.507363,1359.054057,0.105267005,0.057723488,0.058727302,0.046871289,6.213310735,6.254272676,6.250373519,6.256439312,5.62E-05,5.33E-05,5.37E-05,5.37E-05,13.18882292,13.19273589,13.19555127,13.1833914,-0.053005246,-0.053704983,-0.053017412,-0.053315322,0.715769663,0.719137066,0.7159521,0.717134542,0.033419344,0.032951547,0.031091509,0.032628022,177.0137598,176.2822971,176.9986952,177.3548894,7.343952232,7.317983636,7.316189234,7.305864133,1581.046017,1522.831488,1519.027398,1492.720401,715.2326135,719.8627548,717.3836902,712.9436145
115,8,4,C,0.125,0.166666667,0.081632653,0.1,401.75,638.3333333,994.2857143,1315.8,-0.274511748,-0.138864109,-0.05761299,-0.853187234,2,1.584962501,2.807354922,2.321928095,0.002080856,0.002799247,0.001157211,0.001649822,3,2.584962501,3.664497779,3.321928095,-0.8,-1,-0.915438712,-1,0.990799859,0.997153451,0.998970591,0.99934879,0.126631754,0.035006436,0.145449527,0.002178917,39.75,27,66.57142857,53.4,2,1.584962501,2.807354922,2.321928095,228.6875,482.6666667,885.9591837,104.24,157.609375,280.25,470.0612245,355.01
116,1,6,C,0.000152793,0.000154529,0.000151814,0.000151763,1360.723154,1466.490235,1459.99766,1641.714242,0.370524206,0.315737928,0.307041465,0.230201363,6.249420602,6.298707014,6.297786402,6.381134629,5.35E-05,5.18E-05,5.11E-05,4.59E-05,12.8927944,12.87358773,12.90349741,12.89793823,-0.171556547,-0.172787167,-0.166001602,-0.169044249,0.954475041,0.955185403,0.950407699,0.952680125,0.033276026,0.032555354,0.032259326,0.030075024,184.6852015,183.8283119,185.346497,183.2346207,7.763906017,7.722961158,7.707383214,7.672083086,2962.630234,2819.850614,2753.811928,2623.594014,1080.838347,1071.585212,1053.452397,1066.327064
